GEMS.Station.Number_Sample.Date,pH,NO2N,NO3N,TP,O2-Dis,NH4N,TEMP,EC
IRL00010_2016-09-06,7.7,0.004,0.2,0.017,9.5,0.02,17.1,153.765
IRL00010_2016-10-10,8.0,0.004,0.2,0.029,10.5,0.02,13.1,161.001
IRL00010_2016-11-07,8.0,0.004,0.2,0.021,10.7,0.02,9.6,154.6695
IRL00010_2016-12-05,7.8,0.004,0.22,0.018,12.2,0.02,5.5,159.192
IRL00010_2017-03-06,7.9,0.004,1.099,0.018,12.2,0.02,5.7,161.001
IRL00010_2017-06-13,8.1,0.004,0.43,0.022,9.9,0.02,15.2,172.7595
IRL00010_2017-08-23,7.9,0.005,0.2,0.015,9.8,0.02,16.4,105.8265
IRL00010_2017-11-14,7.8,0.004,0.2,0.016,11.2,0.02,9.2,161.9055
IRL00010_2018-03-06,7.6,0.004005487164,0.1998648836,0.065,11.431724137931035,0.02001480624,2.5,146.529
IRL00010_2018-07-04,7.8,0.004005487164,0.1998648836,0.017,11.68,0.034025170608,21.1,151.956
IRL00010_2018-08-20,7.9,0.004005487164,0.1998648836,0.01,11.777241379310345,0.02001480624,16.9,157.383
IRL00010_2018-10-02,7.7,0.004005487164,0.1998648836,0.01,11.866206896551724,0.02001480624,12.6,157.383
IRL00010_2019-01-23,7.9,0.004005487164,0.19985585424,0.016,12.1,0.02001480624,5.8,165.5235
IRL00010_2019-02-04,8.0,0.004005487164,0.19985585424,0.015,12.4,0.02001480624,4.7,163.7145
IRL00010_2019-03-19,7.9,0.004005487164,0.19985585424,0.018,12.1,0.02001480624,6.9,154.6695
IRL00010_2019-04-01,8.0,0.004005487164,0.19985585424,0.014,12.0,0.02001480624,8.4,156.4785
IRL00010_2019-05-21,7.7,0.004005487164,0.19985585424,0.011,10.3,0.02001480624,14.2,159.192
IRL00010_2019-06-24,8.0,0.004005487164,0.19985585424,0.016,10.2,0.02001480624,14.7,160.0965
IRL00010_2019-07-24,7.6,0.004005487164,0.19985585424,0.012,9.4,0.02001480624,19.1,159.192
IRL00010_2019-08-20,8.0,0.004005487164,0.19985585424,0.011,9.4,0.02001480624,16.7,157.383
IRL00010_2019-09-09,8.1,0.006028258182,0.19985585424,0.011,10.0,0.02001480624,15.2,156.4785
IRL00010_2019-10-02,8.0,0.004005487164,0.19985585424,0.017,10.0,0.02001480624,14.4,157.383
IRL00010_2019-11-18,8.0,0.004005487164,0.19985585424,0.015,11.5,0.02001480624,6.6,154.6695
IRL00010_2019-12-02,7.8,0.004005487164,0.19985585424,0.019,11.9,0.02001480624,6.0,157.383
IRL00010_2020-08-10,8.1,0.004005487164,0.19985585424,0.025,9.4,0.02001480624,19.0,159.192
IRL00010_2020-10-01,7.6,0.004005487164,0.19985585424,0.014,10.2,0.022016286864,12.4,166.428
IRL00010_2021-09-27,7.6,0.005036900109,3.79726123056,0.027,8.5,0.053039236536,15.0,174.5685
IRL00011_2016-01-27,7.8,0.004,0.2,0.022,12.0,0.02,6.8,139.293
IRL00011_2016-02-15,7.8,0.004,0.2,0.026,12.3,0.02,5.0,139.293
IRL00011_2016-03-21,7.9,0.004,0.2,0.044,13.2,0.02,3.8,142.911
IRL00011_2016-04-12,7.8,0.004,0.2,0.021,12.0,0.02,7.4,146.529
IRL00011_2016-05-09,7.9,0.004,0.2,0.02,11.6,0.02,11.1,149.2425
IRL00011_2016-06-14,7.8,0.004,0.2,0.013,9.1,0.039,18.5,147.4335
IRL00011_2016-08-15,8.0,0.004,0.39,0.014,9.8,0.02,16.1,151.0515
IRL00011_2016-09-06,7.9,0.004,0.2,0.016,9.5,0.02,17.5,151.956
IRL00011_2016-10-10,8.0,0.004,0.2,0.029,10.4,0.02,13.2,153.765
IRL00011_2016-11-07,7.9,0.004,0.2,0.017,10.6,0.02,9.9,155.574
IRL00011_2016-12-05,7.8,0.004,0.21,0.016,11.4,0.02,6.1,155.574
IRL00011_2017-03-06,7.9,0.004,0.2,0.017,12.2,0.02,6.0,158.2875
IRL00011_2017-06-13,8.0,0.004,0.2,0.02,9.9,0.02,15.2,159.192
IRL00011_2017-08-23,8.0,0.01,0.2,0.014,9.7,0.02,16.4,160.0965
IRL00011_2017-11-14,7.9,0.004,0.2,0.016,11.1,0.02,9.3,155.574
IRL00011_2018-03-06,7.6,0.004005487164,0.1998648836,0.023,11.357471264367815,0.02001480624,2.5,147.4335
IRL00011_2018-07-04,8.1,0.004005487164,0.1998648836,0.011,11.633333333333333,0.02001480624,20.2,153.765
IRL00011_2018-08-20,7.8,0.004005487164,0.1998648836,0.01,11.741379310344827,0.02001480624,17.0,155.574
IRL00011_2018-10-02,7.8,0.004005487164,0.1998648836,0.01,11.840229885057472,0.02001480624,12.6,157.383
IRL00011_2019-01-23,7.9,0.004005487164,0.19985585424,0.016,12.1,0.02001480624,5.8,162.81
IRL00011_2019-02-04,7.9,0.004005487164,0.19985585424,0.015,12.4,0.02001480624,4.9,159.192
IRL00011_2019-03-19,7.9,0.004005487164,0.19985585424,0.017,12.1,0.02001480624,6.9,153.765
IRL00011_2019-04-01,8.0,0.004005487164,0.19985585424,0.012,12.0,0.02001480624,8.3,154.6695
IRL00011_2019-05-21,7.9,0.004005487164,0.19985585424,0.011,10.3,0.022016286864,14.0,158.2875
IRL00011_2019-06-24,8.0,0.004005487164,0.19985585424,0.012,10.1,0.02001480624,14.6,157.383
IRL00011_2019-07-24,8.1,0.004005487164,0.19985585424,0.012,9.4,0.02001480624,19.0,158.2875
IRL00011_2019-08-20,8.0,0.004005487164,0.19985585424,0.011,9.4,0.02001480624,16.7,156.4785
IRL00011_2019-09-09,8.0,0.006538957795,0.19985585424,0.012,10.0,0.02001480624,15.4,155.574
IRL00011_2019-10-02,8.0,0.004005487164,0.19985585424,0.016,9.9,0.02001480624,14.7,161.001
IRL00011_2019-11-18,7.9,0.004005487164,0.19985585424,0.015,11.4,0.02001480624,7.1,152.8605
IRL00011_2019-12-02,7.7,0.004005487164,0.19985585424,0.017,11.8,0.02001480624,6.3,153.765
IRL00011_2020-08-10,8.0,0.004005487164,0.19985585424,0.015,9.7,0.02001480624,18.9,152.8605
IRL00011_2020-10-01,7.9,0.004005487164,0.19985585424,0.017,10.5,0.02001480624,12.8,152.8605
IRL00011_2021-09-27,8.3,0.004005487164,0.329762159496,0.013,10.4,0.02001480624,14.9,143.8155
IRL00012_2016-01-27,7.8,0.004,0.2,0.022,12.2,0.02,6.3,138.3885
IRL00012_2016-02-15,7.8,0.004,0.2,0.027,12.2,0.02,5.3,137.484
IRL00012_2016-03-21,7.8,0.004,0.2,0.021,13.1,0.02,3.6,143.8155
IRL00012_2016-04-12,7.8,0.004,0.2,0.022,12.0,0.02,7.4,143.8155
IRL00012_2016-05-09,7.9,0.004,0.2,0.016,11.7,0.02,10.9,151.0515
IRL00012_2016-06-14,7.8,0.004,0.2,0.013,9.2,0.035,18.5,147.4335
IRL00012_2016-08-15,8.0,0.004,0.42,0.015,9.5,0.02,16.3,150.147
IRL00012_2016-09-06,8.1,0.004,0.2,0.016,9.3,0.02,17.2,151.0515
IRL00012_2016-10-10,7.8,0.004,0.2,0.027,10.0,0.02,13.5,152.8605
IRL00012_2016-11-07,7.1,0.004,0.2,0.017,10.5,0.02,10.5,155.574
IRL00012_2016-12-05,7.8,0.004,0.2,0.019,10.5,0.02,6.7,153.765
IRL00012_2017-03-06,7.9,0.004,0.2,0.017,12.2,0.02,6.0,157.383
IRL00012_2017-06-13,8.0,0.004,0.2,0.021,9.3,0.02,15.0,158.2875
IRL00012_2017-08-23,8.0,0.004,0.2,0.015,9.5,0.02,16.5,160.0965
IRL00012_2017-11-14,7.8,0.004,0.2,0.016,10.8,0.02,9.7,154.6695
IRL00012_2018-03-06,7.6,0.004005487164,0.1998648836,0.023,11.083218390804598,0.02001480624,2.7,147.4335
IRL00012_2018-07-04,8.0,0.004005487164,0.1998648836,0.011,11.386666666666667,0.02001480624,19.6,153.765
IRL00012_2018-08-20,7.8,0.004005487164,0.1998648836,0.01,11.50551724137931,0.02001480624,17.3,153.765
IRL00012_2018-10-02,7.8,0.004005487164,0.2498198178,0.01,11.614252873563219,0.02001480624,12.9,156.4785
IRL00012_2019-01-23,7.9,0.004005487164,0.19985585424,0.014,11.9,0.02001480624,6.3,170.9505
IRL00012_2019-02-04,7.8,0.004005487164,0.19985585424,0.023,12.2,0.02001480624,5.3,159.192
IRL00012_2019-03-19,7.9,0.004005487164,0.19985585424,0.02,12.0,0.02001480624,7.0,151.956
IRL00012_2019-04-01,7.9,0.004005487164,0.19985585424,0.016,12.0,0.02001480624,8.0,153.765
IRL00012_2019-05-21,7.9,0.004005487164,0.19985585424,0.014,10.4,0.026019248112,13.6,158.2875
IRL00012_2019-06-24,7.9,0.004005487164,0.19985585424,0.012,9.9,0.02001480624,14.5,156.4785
IRL00012_2019-07-24,7.9,0.004005487164,0.19985585424,0.014,9.3,0.02001480624,18.2,155.574
IRL00012_2019-08-20,8.0,0.004005487164,0.19985585424,0.017,9.2,0.021015546552,17.2,156.4785
IRL00012_2019-09-09,8.0,0.007129767152,0.19985585424,0.011,9.8,0.02001480624,15.5,154.6695
IRL00012_2019-10-02,7.9,0.004005487164,0.19985585424,0.024,9.7,0.02001480624,15.1,155.574
IRL00012_2019-11-18,7.9,0.004005487164,0.19985585424,0.016,11.3,0.02001480624,7.7,152.8605
IRL00012_2019-12-02,7.7,0.004005487164,0.19985585424,0.017,11.7,0.02001480624,6.8,152.8605
IRL00012_2020-08-10,7.9,0.004005487164,0.19985585424,0.017,9.4,0.02001480624,19.0,170.046
IRL00012_2020-10-01,7.9,0.004005487164,0.19985585424,0.016,9.8,0.02001480624,13.1,160.0965
IRL00012_2021-09-27,7.9,0.004005487164,0.19985585424,0.017,9.5,0.02001480624,14.0,153.765
IRL00013_2016-01-27,7.8,0.004,0.2,0.021,12.2,0.02,6.3,137.484
IRL00013_2016-02-15,7.8,0.004,0.2,0.028,12.2,0.02,5.4,138.3885
IRL00013_2016-03-21,7.8,0.004,0.2,0.027,13.3,0.02,3.6,142.911
IRL00013_2016-04-12,7.8,0.004,0.2,0.023,11.9,0.02,7.5,143.8155
IRL00013_2016-05-09,7.9,0.004,0.2,0.017,11.8,0.02,10.8,150.147
IRL00013_2016-06-14,7.8,0.004,0.22,0.014,9.6,0.035,18.5,148.338
IRL00013_2016-08-15,8.0,0.004,0.41,0.014,9.5,0.02,10.3,150.147
IRL00013_2016-09-06,8.1,0.004,0.2,0.015,9.4,0.02,17.3,151.0515
IRL00013_2016-10-10,7.9,0.004,0.2,0.029,10.1,0.02,13.4,152.8605
IRL00013_2016-11-07,7.9,0.004,0.2,0.018,10.5,0.02,10.5,162.81
IRL00013_2016-12-05,7.8,0.004,0.2,0.019,10.5,0.02,6.7,155.574
IRL00013_2017-03-06,7.9,0.004,0.2,0.018,12.2,0.02,6.0,156.4785
IRL00013_2017-06-13,8.0,0.004,0.21,0.019,9.8,0.02,15.0,158.2875
IRL00013_2017-08-23,8.0,0.004,0.2,0.014,9.5,0.02,16.5,160.0965
IRL00013_2017-11-14,7.8,0.004,0.2,0.016,10.9,0.02,9.8,156.4785
IRL00013_2018-03-06,7.6,0.004005487164,0.1998648836,0.02,11.157471264367816,0.02001480624,3.0,146.529
IRL00013_2018-07-04,8.0,0.004005487164,0.1998648836,0.012,11.433333333333334,0.024017767488,18.8,155.574
IRL00013_2018-08-20,7.8,0.004005487164,0.1998648836,0.01,11.541379310344828,0.02001480624,17.3,154.6695
IRL00013_2018-10-02,7.8,0.004005487164,0.1998648836,0.01,11.640229885057472,0.02001480624,13.0,156.4785
IRL00013_2019-01-23,7.9,0.004005487164,0.19985585424,0.016,11.9,0.02001480624,6.4,161.9055
IRL00013_2019-02-04,7.9,0.004005487164,0.19985585424,0.016,12.2,0.02001480624,5.2,158.2875
IRL00013_2019-03-19,7.9,0.004005487164,0.19985585424,0.02,12.0,0.02001480624,7.0,152.8605
IRL00013_2019-04-01,7.9,0.004005487164,0.19985585424,0.015,12.0,0.02001480624,7.9,153.765
IRL00013_2019-05-21,7.9,0.004005487164,0.19985585424,0.012,10.4,0.021015546552,13.5,158.2875
IRL00013_2019-06-24,8.0,0.004005487164,0.19985585424,0.013,10.0,0.02001480624,14.7,156.4785
IRL00013_2019-07-24,7.9,0.004005487164,0.19985585424,0.013,9.3,0.02001480624,18.2,155.574
IRL00013_2019-08-20,8.0,0.004005487164,0.19985585424,0.013,9.1,0.028020728736,17.2,156.4785
IRL00013_2019-09-09,8.0,0.007279972921,1.19913512544,0.011,9.8,0.02001480624,15.5,153.765
IRL00013_2019-10-02,7.9,0.004005487164,0.19985585424,0.019,9.7,0.02001480624,15.1,156.4785
IRL00013_2019-11-18,7.9,0.004005487164,0.19985585424,0.015,11.2,0.02001480624,7.7,151.956
IRL00013_2019-12-02,7.8,0.004005487164,0.19985585424,0.017,11.7,0.02001480624,6.8,152.8605
IRL00014_2016-01-27,7.9,0.004,0.2,0.021,12.2,0.02,6.3,138.3885
IRL00014_2016-02-15,7.8,0.004,0.2,0.027,12.2,0.02,5.5,138.3885
IRL00014_2016-03-21,7.8,0.004,0.2,0.025,13.3,0.02,3.5,142.911
IRL00014_2016-04-12,7.8,0.004,0.2,0.024,11.9,0.02,7.5,142.911
IRL00014_2016-05-09,7.9,0.004,0.6,0.02,11.7,0.02,11.0,149.2425
IRL00014_2016-06-14,7.8,0.004,0.2,0.013,10.6,0.032,18.5,147.4335
IRL00014_2016-08-15,8.0,0.004,0.42,0.015,9.6,0.02,16.4,150.147
IRL00014_2016-09-06,8.1,0.004,0.2,0.017,9.3,0.02,16.9,151.0515
IRL00014_2016-10-10,7.9,0.004,0.2,0.021,10.0,0.02,13.5,152.8605
IRL00014_2016-11-07,7.9,0.004,0.2,0.019,10.5,0.02,10.5,154.6695
IRL00014_2016-12-05,8.0,0.004,0.2,0.017,10.5,0.02,6.8,303.912
IRL00014_2017-03-06,7.9,0.004,0.2,0.018,12.2,0.02,6.0,156.4785
IRL00014_2017-06-13,8.0,0.004,0.21,0.02,9.8,0.02,15.1,157.383
IRL00014_2017-08-23,8.0,0.004,0.2,0.014,9.5,0.02,16.5,161.001
IRL00014_2017-11-14,7.8,0.004,1.699,0.016,10.8,0.02,9.9,155.574
IRL00014_2018-03-06,7.6,0.004005487164,0.1998648836,0.023,11.10896551724138,0.02001480624,3.3,145.6245
IRL00014_2018-07-04,7.9,0.004005487164,0.1998648836,0.01,11.440000000000001,0.02001480624,18.4,153.765
IRL00014_2018-08-20,7.8,0.004005487164,0.1998648836,0.01,11.569655172413793,0.02001480624,17.5,153.765
IRL00014_2018-10-02,7.8,0.004005487164,0.1998648836,0.01,11.688275862068966,0.02001480624,13.0,156.4785
IRL00014_2019-01-23,7.9,0.004005487164,0.19985585424,0.014,12.0,0.02001480624,6.3,158.2875
IRL00014_2019-02-04,7.9,0.004005487164,0.19985585424,0.015,12.2,0.024017767488,5.3,158.2875
IRL00014_2019-03-19,7.9,0.004005487164,0.19985585424,0.02,12.1,0.02001480624,6.9,151.956
IRL00014_2019-04-01,7.9,0.004005487164,0.19985585424,0.014,12.0,0.02001480624,7.9,154.6695
IRL00014_2019-05-21,7.9,0.004005487164,0.19985585424,0.011,10.4,0.02001480624,13.4,158.2875
IRL00014_2019-06-24,7.9,0.004005487164,0.19985585424,0.013,10.0,0.02001480624,14.4,156.4785
IRL00014_2019-07-24,8.1,0.004005487164,0.19985585424,0.013,9.3,0.02001480624,18.0,155.574
IRL00014_2019-08-20,8.0,0.004005487164,0.19985585424,0.011,9.2,0.02001480624,17.2,156.4785
IRL00014_2019-09-09,8.0,0.006959533947,0.19985585424,0.01,9.8,0.02001480624,15.5,154.6695
IRL00014_2019-10-02,7.9,0.004005487164,0.19985585424,0.014,9.8,0.02001480624,14.9,154.6695
IRL00014_2019-11-18,7.9,0.004005487164,0.19985585424,0.014,11.3,0.02001480624,7.7,152.8605
IRL00014_2019-12-02,7.7,0.004005487164,0.19985585424,0.018,11.6,0.02001480624,6.7,152.8605
IRL00015_2017-04-26,7.5,0.004,0.2,0.016,10.5,0.02,8.7,68.742
IRL00015_2017-07-26,7.3,0.004,0.73,0.038,9.1,0.02,18.5,66.0285
IRL00015_2017-09-18,8.3,0.004,0.2,0.01,10.8,0.02,12.3,62.4105
IRL00015_2017-10-18,7.9,0.004,0.2,0.018,9.5,0.02,11.0,67.8375
IRL00015_2018-04-17,7.3,0.004005487164,0.1998648836,0.02,10.087662337662337,0.02001480624,11.1,73.2645
IRL00015_2018-06-18,8.0,0.004005487164,0.1998648836,0.03,10.28896103896104,0.02001480624,16.2,74.169
IRL00015_2018-07-24,7.5,0.004005487164,0.1998648836,0.01,10.405844155844155,0.02001480624,20.0,69.6465
IRL00015_2018-08-02,7.4,0.004005487164,0.1998648836,0.021,10.435064935064934,0.022016286864,17.5,77.787
IRL00015_2018-10-23,7.8,0.004005487164,0.1998648836,0.016,10.7012987012987,0.02001480624,10.2,79.596
IRL00015_2019-01-23,7.4,0.004005487164,0.369733330344,0.01,11.0,0.022016286864,4.3,86.832
IRL00015_2019-02-18,6.9,0.004005487164,0.259812610512,0.02,10.9,0.02001480624,7.2,82.3095
IRL00015_2019-03-28,7.2,0.004005487164,0.19985585424,0.02,10.7,0.02001480624,10.1,78.6915
IRL00015_2019-04-17,7.1,0.004005487164,0.19985585424,0.02,10.5,0.024017767488,9.7,77.787
IRL00015_2019-05-16,7.1,0.004005487164,0.359740537632,0.013,9.0,0.02001480624,16.4,74.169
IRL00015_2019-06-13,7.6,0.004005487164,0.19985585424,0.021,8.6,0.02001480624,13.9,109.4445
IRL00015_2019-07-11,7.7,0.004005487164,0.19985585424,0.027,8.4,0.042031093104,18.9,73.2645
IRL00015_2019-08-19,7.6,0.004005487164,0.19985585424,0.026,9.3,0.02001480624,15.8,67.8375
IRL00015_2019-09-05,7.5,0.004005487164,0.19985585424,0.021,9.8,0.02001480624,13.0,66.933
IRL00015_2019-10-05,7.3,0.004005487164,0.19985585424,0.025,9.5,0.02001480624,13.4,75.0735
IRL00015_2019-11-14,7.4,0.004005487164,0.19985585424,0.013,11.2,0.02001480624,5.4,69.6465
IRL00015_2019-12-12,7.3,0.004005487164,0.19985585424,0.017,10.2,0.026019248112,6.3,78.6915
IRL00015_2020-04-02,7.5,0.004005487164,0.19985585424,0.015,11.7,0.02001480624,8.9,78.6915
IRL00015_2020-06-10,7.7,0.004005487164,0.979293685776,0.016,9.6,0.02001480624,14.5,76.8825
IRL00015_2020-07-13,7.9,0.004005487164,0.19985585424,0.032,9.2,0.02001480624,17.1,75.978
IRL00015_2020-09-17,7.5,0.004005487164,0.19985585424,0.02,9.3,0.02001480624,17.1,73.2645
IRL00015_2021-04-21,7.5,0.004005487164,0.19985585424,0.022,10.0,0.02001480624,10.7,69.6465
IRL00015_2021-06-08,7.6,0.004005487164,0.19985585424,0.023,8.4,0.02001480624,17.4,67.8375
IRL00015_2021-07-15,7.6,0.004005487164,0.19985585424,0.025,8.8,0.03502591092,19.2,63.315
IRL00015_2021-09-16,7.5,0.004005487164,0.19985585424,0.022,9.0,0.02001480624,16.1,66.0285
IRL00016_2017-07-20,8.5,0.004,1.299,0.017,10.7,0.023,18.0,260.496
IRL00016_2017-09-21,8.1,0.004,0.2,0.032,9.2,0.02,14.6,257.7825
IRL00016_2018-06-28,8.2,0.004005487164,0.1998648836,0.026,9.722821576763485,0.03502591092,23.7,267.732
IRL00016_2019-01-16,7.9,0.004005487164,0.19985585424,0.022,10.1,0.033024430296,8.4,288.5355
IRL00016_2019-03-21,7.8,0.004005487164,0.19985585424,0.018,9.8,0.02001480624,11.5,297.5805
IRL00016_2019-11-13,7.8,0.004005487164,0.19985585424,0.03,9.3,0.02001480624,7.0,293.058
IRL00017_2016-03-09,7.7,0.004,0.47,0.066,10.2,0.02,5.1,179.9955
IRL00017_2016-04-06,7.7,0.006,0.48,0.096,10.1,0.027,8.4,202.608
IRL00017_2016-05-04,8.0,0.004,0.2,0.065,10.2,0.02,11.9,200.799
IRL00017_2016-06-08,7.7,0.004,0.2,0.074,6.4,0.083,20.9,227.934
IRL00017_2016-07-06,7.5,0.017,0.4,0.09,7.5,0.02,16.3,230.6475
IRL00017_2016-08-03,7.5,0.012,0.38,0.095,8.2,0.088,17.7,240.597
IRL00017_2016-09-29,7.6,0.011,0.48,0.12,7.8,0.074,14.2,233.361
IRL00017_2016-10-04,7.5,0.009,0.37,0.093,7.1,0.076,12.8,236.979
IRL00017_2016-11-17,7.6,0.012,0.7,0.13,9.2,0.097,9.6,227.0295
IRL00017_2016-12-06,7.5,0.008,0.58,0.073,11.8,0.081,5.0,235.17
IRL00017_2017-04-06,7.8,0.004,0.59,0.062,10.8,0.02,10.9,223.4115
IRL00017_2017-06-06,8.0,0.004,0.44,0.069,9.2,0.055,17.2,240.597
IRL00017_2017-07-18,8.3,0.004,0.2,0.064,10.4,0.02,22.1,248.7375
IRL00017_2017-09-12,7.7,0.004,0.22,0.089,8.8,0.035,14.1,236.979
IRL00017_2018-03-08,7.4,0.006448834334,0.879365758656,0.086,9.653012048192771,0.1000740312,2.8,221.6025
IRL00017_2018-05-09,7.9,0.005437448825,0.1998648836,0.034,9.951807228915662,0.021015546552,14.5,218.889
IRL00017_2018-07-26,7.8,0.004005487164,0.1998648836,0.091,10.327710843373493,0.021015546552,20.4,221.6025
IRL00017_2018-09-11,7.6,0.004005487164,0.1998648836,0.063,10.55421686746988,0.06004441872,15.2,246.024
IRL00017_2019-01-23,7.5,0.021429356327,2.19841439664,0.069,11.2,0.0750555234,3.9,243.3105
IRL00017_2019-02-21,7.6,0.007360082664,2.498198178,0.053,11.2,0.022016286864,8.4,224.316
IRL00017_2019-03-21,7.3,0.005026886391,1.39899097968,0.067,10.6,0.02001480624,8.6,173.664
IRL00017_2019-05-14,8.0,0.008421536762,0.4996396356,0.036,10.5,0.02001480624,15.4,223.4115
IRL00017_2019-05-28,7.8,0.005827983824,0.19985585424,0.066,8.1,0.12008883744,16.0,227.934
IRL00017_2019-06-27,7.8,0.006989575101,0.19985585424,0.087,11.6,0.02001480624,19.0,220.698
IRL00017_2019-07-18,7.7,0.004005487164,0.19985585424,0.14,7.4,0.11008143432,19.5,208.9395
IRL00017_2019-08-14,7.3,0.021028807611,0.439682879328,0.22,4.8,0.07005182184,18.2,193.563
IRL00017_2019-09-26,7.3,0.026235940924,0.559596391872,0.18,5.6,0.1501110468,15.1,207.1305
IRL00017_2019-10-17,7.3,0.010414266626,0.469661257464,0.097,6.2,0.061045159032,10.2,197.181
IRL00017_2019-11-07,7.4,0.01331824482,0.529618013736,0.16,6.7,0.096071069952,8.1,180.9
IRL00017_2019-12-17,7.5,0.005257201903,0.839394587808,0.096,9.7,0.082060705584,4.2,208.9395
IRL00018_2016-03-09,8.3,0.004,0.21,0.13,11.1,0.02,4.7,199.8945
IRL00018_2016-04-27,7.8,0.004,0.2,0.097,9.6,0.059,10.2,212.5575
IRL00018_2016-05-04,7.9,0.004,0.2,0.11,9.7,0.083,10.7,215.271
IRL00018_2016-06-08,8.5,0.004,0.2,0.095,8.2,0.044,20.5,237.8835
IRL00018_2016-07-06,7.9,0.004,0.2,0.18,9.2,0.021,16.4,250.5465
IRL00018_2016-08-03,8.3,0.004,0.2,0.17,6.4,0.02,17.8,256.878
IRL00018_2016-09-29,8.2,0.004,0.2,0.25,9.0,0.02,14.5,263.2095
IRL00018_2016-10-04,8.3,0.004,0.2,0.23,9.4,0.02,13.1,258.687
IRL00018_2016-11-07,8.1,0.004,0.2,0.2,10.1,0.02,7.0,262.305
IRL00018_2016-12-06,7.9,0.004,0.939,0.18,9.2,0.02,5.8,265.923
IRL00018_2017-04-06,7.8,0.004,0.2,0.096,10.5,0.02,10.1,250.5465
IRL00018_2017-06-06,9.0,0.004,0.2,0.15,10.1,0.02,15.9,267.732
IRL00018_2017-07-18,9.2,0.004,0.2,0.29,13.0,0.02,19.7,385.317
IRL00018_2017-09-12,8.2,0.004,0.2,0.32,9.5,0.02,14.2,286.7265
IRL00018_2018-03-08,7.8,0.004005487164,0.339754952208,0.11,10.139759036144579,0.02001480624,2.3,221.6025
IRL00018_2018-05-09,7.9,0.004005487164,0.1998648836,0.057,10.363855421686747,0.022016286864,13.3,217.9845
IRL00018_2018-06-19,7.8,0.004005487164,0.1998648836,0.15,10.512048192771084,0.02001480624,15.9,245.1195
IRL00018_2018-09-11,8.8,0.004005487164,0.1998648836,0.2,10.81566265060241,0.02001480624,14.7,544.509
IRL00018_2019-01-23,7.6,0.007320027792,0.779437831536,0.13,11.3,0.1000740312,4.5,247.833
IRL00018_2019-02-21,8.0,0.004005487164,0.789430624248,0.11,12.6,0.02001480624,7.1,244.215
IRL00018_2019-03-21,8.2,0.004005487164,0.2498198178,0.078,13.5,0.02001480624,7.6,229.743
IRL00018_2019-05-14,8.0,0.004005487164,0.439682879328,0.066,10.7,0.02001480624,13.3,239.6925
IRL00018_2019-05-28,8.2,0.004005487164,0.19985585424,0.079,9.3,0.02001480624,14.4,249.642
IRL00018_2019-06-27,8.6,0.004005487164,0.19985585424,0.087,10.4,0.02001480624,17.0,257.7825
IRL00018_2019-07-18,9.2,0.004005487164,0.19985585424,0.13,10.4,0.02001480624,18.1,255.9735
IRL00018_2019-08-14,8.4,0.004005487164,0.19985585424,0.19,8.6,0.02001480624,17.9,250.5465
IRL00018_2019-09-26,8.0,0.004005487164,0.19985585424,0.24,9.8,0.02001480624,15.4,251.451
IRL00018_2019-10-17,7.8,0.004005487164,0.19985585424,0.17,9.0,0.02001480624,10.8,234.2655
IRL00018_2019-11-07,7.7,0.004005487164,0.19985585424,0.17,10.4,0.02001480624,7.9,234.2655
IRL00018_2019-12-17,7.8,0.004005487164,0.34974774492,0.12,11.0,0.036026651232,3.7,224.316
IRL00019_2016-05-31,6.6,0.004,0.2,0.01,10.1,0.02,15.3,80.5005
IRL00019_2016-06-13,6.8,0.004,0.2,0.01,9.5,0.02,19.0,79.596
IRL00019_2016-07-12,6.5,0.004,0.2,0.011,9.8,0.02,16.4,75.0735
IRL00019_2016-09-05,7.4,0.004,0.2,0.01,9.3,0.024,18.3,65.124
IRL00019_2016-09-28,7.1,0.004,0.2,0.017,10.2,0.02,15.6,66.0285
IRL00019_2016-10-03,7.0,0.004,0.2,0.011,10.5,0.02,14.4,71.4555
IRL00019_2017-03-28,6.4,0.004,0.2,0.017,11.2,0.02,11.5,66.933
IRL00019_2017-04-24,7.0,0.004,0.2,0.01,11.1,0.02,10.2,70.551
IRL00019_2017-05-08,7.3,0.004,0.2,0.01,10.5,0.02,15.6,75.978
IRL00019_2017-07-10,7.0,0.004,0.2,0.01,10.0,0.02,15.8,492.048
IRL00019_2017-08-08,7.2,0.004,0.2,0.01,9.7,0.02,16.7,73.2645
IRL00019_2018-01-29,5.9,0.004005487164,0.1998648836,0.01,11.59980198019802,0.02001480624,6.8,77.787
IRL00019_2018-02-26,6.6,0.004005487164,0.1998648836,0.012,11.633069306930693,0.02001480624,3.5,75.0735
IRL00019_2018-03-27,7.3,0.004005487164,0.1998648836,0.011,11.667524752475247,0.022016286864,5.8,98.5905
IRL00019_2018-04-30,6.5,0.004005487164,0.1998648836,0.01,11.707920792079207,0.022016286864,10.4,78.6915
IRL00019_2018-05-28,7.1,0.004005487164,0.1998648836,0.01,11.74118811881188,0.03002220936,16.4,74.169
IRL00019_2018-06-25,7.2,0.004005487164,0.1998648836,0.014,11.774455445544554,0.03002220936,16.3,80.5005
IRL00019_2018-07-30,6.7,0.004005487164,2.59812610512,0.056,11.816039603960396,0.27019988424,16.0,113.0625
IRL00019_2018-09-20,7.6,0.004005487164,0.1998648836,0.011,11.877821782178218,0.031022949672,9.8,66.0285
