country,source_title,excerpt,geo_location,water_source,sanitation_type,sector,gender,age_group,income_level,infrastructure_type,population_density,climate_zone,year,organization,source_type,special_needs_group,severity,water_color,water_clarity,water_odor,recent_rain,nearby_activities,nearby_infrastructure,vegetation_near_source,waste_disposal_nearby,animal_access,water_flow_rate
Ethiopia,Aid Workers Warn of Contamination Risks,"Field reports indicate raw sewage mixes with local water, posing high health risks.",-43.5121655,Protected Spring,Open Defecation,Health,Female,Youth,High,Rural Village,Dense,Tropical,2022,Water.org,Gov Report,Pregnant Women,Unsafe,murky,turbid,chemical,no,sewage treatment,sewage lines,sparse,none,no,flowing
India,Red Cross Reports Severe Water Crisis,"Field reports indicate raw sewage mixes with local water, posing high health risks.",-45.3357585,Piped Water,Open Defecation,Public Infrastructure,Female,Youth,High,Urban Slum,Medium,Arid,2023,WHO,Academic Paper,,Unsafe,brown,turbid,none,no,none,none,sparse,managed sites,yes,flowing
Haiti,WHO Update: Improved Sanitation Efforts,Treated water systems have significantly reduced reported illnesses in the area.,83.194241,Protected Spring,Flush Toilet,Health,Female,Adult,High,Urban Slum,Dense,Arid,2020,Water.org,Gov Report,Elderly,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
DR Congo,Local Health Board: Water Safety Achieved,Treated water systems have significantly reduced reported illnesses in the area.,-30.380811,Protected Spring,Pit Latrine,Agriculture,Female,Adult,High,Rural Village,Sparse,Tropical,2018,Red Cross,Field Survey,,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
Nigeria,Aid Workers Warn of Contamination Risks,No treatment observed; water smells foul and residents rely on unsafe open sources.,15.959598,Borehole,Open Defecation,Public Infrastructure,Female,Elderly,High,Urban Slum,Sparse,Tropical,2024,WHO,Academic Paper,Pregnant Women,Unsafe,brown,turbid,chemical,no,mining,none,dead,none,yes,flowing
Nigeria,Red Cross Reports Severe Water Crisis,No treatment observed; water smells foul and residents rely on unsafe open sources.,59.690873,River,Composting Toilet,Health,Male,Adult,High,Refugee Camp,Sparse,Arid,2016,Water.org,Field Survey,,Unsafe,brown,turbid,sewage,yes,none,none,lush,none,yes,slow
Somalia,WHO Update: Improved Sanitation Efforts,Treated water systems have significantly reduced reported illnesses in the area.,-24.332332,Truck Delivery,Open Defecation,Agriculture,Female,Child,Middle,Rural Village,Medium,Tropical,2019,Water.org,Field Survey,,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
India,Red Cross Reports Severe Water Crisis,Contaminated water sources have led to increased diarrheal diseases among children.,41.651049,River,Pit Latrine,Public Infrastructure,Male,Youth,High,Peri-Urban,Sparse,Tropical,2025,Water.org,Gov Report,Children Under 5,Unsafe,green,clear,none,no,farming,sewage lines,dead,managed sites,yes,stagnant
Bangladesh,UNICEF Field Report on Water Quality,Public health officials confirm improved sanitation infrastructure and hygiene practices.,-19.6291735,Borehole,Flush Toilet,Health,Male,Child,High,Peri-Urban,Medium,Tropical,2017,Red Cross,Gov Report,Disabled,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
DR Congo,Red Cross Reports Severe Water Crisis,Contaminated water sources have led to increased diarrheal diseases among children.,-28.9703715,Rainwater,Open Defecation,Education,Male,Youth,Middle,Urban Slum,Sparse,Tropical,2017,Red Cross,Gov Report,Pregnant Women,Unsafe,brown,cloudy,sewage,no,farming,none,lush,open dumping,no,stagnant
Bangladesh,UNICEF Field Report on Water Quality,Public health officials confirm improved sanitation infrastructure and hygiene practices.,36.258375,Protected Spring,Open Defecation,Education,Female,Youth,High,Rural Village,Medium,Semi-Arid,2016,Red Cross,Academic Paper,Disabled,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
Uganda,Red Cross Reports Severe Water Crisis,"Field reports indicate raw sewage mixes with local water, posing high health risks.",41.657766,Borehole,Open Defecation,Agriculture,Male,Child,Middle,Urban Slum,Dense,Arid,2017,Save the Children,Gov Report,Disabled,Unsafe,clear,cloudy,none,yes,none,none,dead,managed sites,yes,stagnant
Kenya,Local Health Board: Water Safety Achieved,Treated water systems have significantly reduced reported illnesses in the area.,-37.375922,Rainwater,Pit Latrine,Health,Female,Child,High,Peri-Urban,Dense,Tropical,2015,Save the Children,Academic Paper,Pregnant Women,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
Haiti,Red Cross Reports Severe Water Crisis,Contaminated water sources have led to increased diarrheal diseases among children.,-12.112085,Piped Water,Pit Latrine,Agriculture,Female,Child,High,Peri-Urban,Dense,Tropical,2025,UNICEF,Gov Report,Children Under 5,Unsafe,murky,turbid,none,yes,farming,sewage lines,dead,managed sites,yes,flowing
Bangladesh,Outbreak Sparks Sanitation Review,"Field reports indicate raw sewage mixes with local water, posing high health risks.",82.884466,River,Composting Toilet,Agriculture,Male,Adult,High,Refugee Camp,Sparse,Tropical,2021,Save the Children,NGO Report,,Unsafe,green,clear,sewage,no,none,sewage lines,dead,managed sites,yes,flowing
Ethiopia,Outbreak Sparks Sanitation Review,No treatment observed; water smells foul and residents rely on unsafe open sources.,82.7778235,Piped Water,Pit Latrine,Health,Female,Youth,Middle,Refugee Camp,Medium,Semi-Arid,2023,UNICEF,NGO Report,Pregnant Women,Unsafe,clear,clear,chemical,no,farming,sewage lines,dead,open dumping,no,flowing
Somalia,Aid Workers Warn of Contamination Risks,"Field reports indicate raw sewage mixes with local water, posing high health risks.",43.582038,Piped Water,Flush Toilet,Education,Female,Child,High,Urban Slum,Sparse,Temperate,2023,UNICEF,Field Survey,,Unsafe,clear,turbid,chemical,no,sewage treatment,waste facilities,dead,none,no,slow
DR Congo,Local Health Board: Water Safety Achieved,Treated water systems have significantly reduced reported illnesses in the area.,59.839923,Truck Delivery,Composting Toilet,Agriculture,Female,Elderly,Middle,Peri-Urban,Dense,Arid,2021,UNICEF,NGO Report,Pregnant Women,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
Ethiopia,Aid Workers Warn of Contamination Risks,"Field reports indicate raw sewage mixes with local water, posing high health risks.",-38.608784,Protected Spring,Composting Toilet,Education,Male,Child,Middle,Rural Village,Dense,Tropical,2020,Save the Children,Field Survey,Disabled,Unsafe,clear,turbid,none,no,mining,none,dead,none,yes,stagnant
Nepal,Outbreak Sparks Sanitation Review,Contaminated water sources have led to increased diarrheal diseases among children.,-48.213919,Truck Delivery,Pit Latrine,Health,Female,Youth,Low,Refugee Camp,Sparse,Arid,2023,UNICEF,NGO Report,Pregnant Women,Unsafe,brown,cloudy,sewage,yes,none,sewage lines,dead,open dumping,no,flowing
Uganda,Aid Workers Warn of Contamination Risks,Contaminated water sources have led to increased diarrheal diseases among children.,-80.0220775,Piped Water,Open Defecation,Health,Female,Elderly,Low,Refugee Camp,Dense,Semi-Arid,2022,Water.org,Field Survey,Pregnant Women,Unsafe,clear,cloudy,chemical,yes,farming,waste facilities,lush,managed sites,yes,stagnant
Somalia,UNICEF Field Report on Water Quality,"Residents now report consistent access to clean, odorless, and safe water.",89.209031,Truck Delivery,Pit Latrine,Public Infrastructure,Female,Child,Middle,Refugee Camp,Sparse,Tropical,2018,Red Cross,NGO Report,Pregnant Women,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
DR Congo,UNICEF Field Report on Water Quality,Treated water systems have significantly reduced reported illnesses in the area.,58.4387515,Well,Pit Latrine,Public Infrastructure,Female,Adult,Low,Urban Slum,Dense,Arid,2015,WHO,Field Survey,Children Under 5,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
Ethiopia,Outbreak Sparks Sanitation Review,"Field reports indicate raw sewage mixes with local water, posing high health risks.",-39.1090115,Rainwater,Open Defecation,Public Infrastructure,Female,Elderly,High,Urban Slum,Dense,Arid,2022,Water.org,Field Survey,Disabled,Unsafe,brown,clear,chemical,no,farming,waste facilities,dead,managed sites,no,flowing
Ethiopia,Outbreak Sparks Sanitation Review,No treatment observed; water smells foul and residents rely on unsafe open sources.,-82.8689075,Truck Delivery,Flush Toilet,Health,Male,Youth,Low,Urban Slum,Sparse,Temperate,2023,Water.org,Field Survey,Children Under 5,Unsafe,clear,cloudy,sewage,yes,none,sewage lines,dead,none,yes,flowing
Somalia,Aid Workers Warn of Contamination Risks,Contaminated water sources have led to increased diarrheal diseases among children.,32.126389,Rainwater,Flush Toilet,Agriculture,Female,Adult,High,Refugee Camp,Dense,Semi-Arid,2025,Water.org,Field Survey,,Unsafe,murky,turbid,chemical,no,sewage treatment,none,dead,none,yes,stagnant
Haiti,Aid Workers Warn of Contamination Risks,"Field reports indicate raw sewage mixes with local water, posing high health risks.",-13.1855305,Well,Open Defecation,Health,Male,Child,High,Refugee Camp,Medium,Tropical,2023,WHO,Gov Report,Elderly,Unsafe,green,cloudy,chemical,yes,farming,sewage lines,lush,managed sites,yes,slow
DR Congo,Red Cross Reports Severe Water Crisis,No treatment observed; water smells foul and residents rely on unsafe open sources.,50.337113,River,Open Defecation,Public Infrastructure,Female,Child,Low,Peri-Urban,Medium,Tropical,2018,Red Cross,Field Survey,Disabled,Unsafe,clear,clear,chemical,no,none,none,dead,managed sites,no,stagnant
Bangladesh,Aid Workers Warn of Contamination Risks,Contaminated water sources have led to increased diarrheal diseases among children.,-88.1787415,Rainwater,Composting Toilet,Education,Male,Adult,Low,Rural Village,Dense,Temperate,2016,Save the Children,Gov Report,,Unsafe,green,clear,sewage,yes,none,none,lush,none,no,stagnant
Ethiopia,Outbreak Sparks Sanitation Review,"Field reports indicate raw sewage mixes with local water, posing high health risks.",38.7832955,Rainwater,Open Defecation,Agriculture,Male,Child,High,Peri-Urban,Dense,Arid,2018,Red Cross,NGO Report,Children Under 5,Unsafe,green,clear,sewage,yes,sewage treatment,sewage lines,dead,managed sites,yes,slow
Haiti,Outbreak Sparks Sanitation Review,Contaminated water sources have led to increased diarrheal diseases among children.,1.9855575,River,Pit Latrine,Public Infrastructure,Male,Elderly,Middle,Peri-Urban,Sparse,Arid,2023,Water.org,Field Survey,Children Under 5,Unsafe,murky,clear,sewage,yes,sewage treatment,waste facilities,sparse,none,no,stagnant
Kenya,Outbreak Sparks Sanitation Review,"Field reports indicate raw sewage mixes with local water, posing high health risks.",9.3004005,Borehole,Composting Toilet,Public Infrastructure,Female,Adult,Middle,Peri-Urban,Medium,Semi-Arid,2020,UNICEF,Gov Report,Elderly,Unsafe,brown,turbid,chemical,yes,none,none,dead,none,no,stagnant
Haiti,Aid Workers Warn of Contamination Risks,"Field reports indicate raw sewage mixes with local water, posing high health risks.",-75.2397905,Truck Delivery,Open Defecation,Education,Female,Child,Low,Refugee Camp,Sparse,Arid,2018,WHO,Gov Report,Children Under 5,Unsafe,murky,cloudy,chemical,yes,none,sewage lines,sparse,open dumping,yes,stagnant
Somalia,Aid Workers Warn of Contamination Risks,No treatment observed; water smells foul and residents rely on unsafe open sources.,-16.390446,Well,Pit Latrine,Public Infrastructure,Female,Child,Middle,Rural Village,Dense,Temperate,2021,Red Cross,Field Survey,Elderly,Unsafe,brown,clear,none,no,none,sewage lines,sparse,none,no,slow
Kenya,Aid Workers Warn of Contamination Risks,Contaminated water sources have led to increased diarrheal diseases among children.,62.459996,River,Flush Toilet,Education,Male,Youth,Low,Refugee Camp,Medium,Tropical,2017,UNICEF,NGO Report,Elderly,Unsafe,murky,cloudy,sewage,yes,farming,sewage lines,dead,open dumping,yes,flowing
Uganda,Red Cross Reports Severe Water Crisis,No treatment observed; water smells foul and residents rely on unsafe open sources.,76.032627,Truck Delivery,Pit Latrine,Education,Female,Youth,Middle,Peri-Urban,Sparse,Semi-Arid,2020,UNICEF,NGO Report,Pregnant Women,Unsafe,clear,cloudy,sewage,no,mining,waste facilities,sparse,none,no,stagnant
Nigeria,Red Cross Reports Severe Water Crisis,No treatment observed; water smells foul and residents rely on unsafe open sources.,-74.0579635,Protected Spring,Pit Latrine,Health,Male,Child,High,Rural Village,Dense,Semi-Arid,2015,Water.org,Field Survey,Elderly,Unsafe,clear,turbid,chemical,yes,none,waste facilities,dead,open dumping,no,slow
Haiti,WHO Update: Improved Sanitation Efforts,Treated water systems have significantly reduced reported illnesses in the area.,-84.5236585,Rainwater,Composting Toilet,Public Infrastructure,Female,Adult,Middle,Peri-Urban,Dense,Arid,2024,WHO,NGO Report,Elderly,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
Haiti,WHO Update: Improved Sanitation Efforts,Treated water systems have significantly reduced reported illnesses in the area.,43.6341435,Rainwater,Open Defecation,Education,Female,Elderly,Low,Rural Village,Sparse,Tropical,2025,Red Cross,Gov Report,,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
Nigeria,Red Cross Reports Severe Water Crisis,"Field reports indicate raw sewage mixes with local water, posing high health risks.",-45.5495655,River,Flush Toilet,Health,Female,Youth,High,Rural Village,Medium,Arid,2018,Save the Children,Gov Report,Disabled,Unsafe,brown,cloudy,chemical,no,none,waste facilities,dead,open dumping,no,stagnant
Bangladesh,Local Health Board: Water Safety Achieved,Treated water systems have significantly reduced reported illnesses in the area.,56.1834765,Piped Water,Composting Toilet,Education,Female,Youth,Low,Peri-Urban,Sparse,Temperate,2022,Save the Children,NGO Report,Elderly,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
Bangladesh,Outbreak Sparks Sanitation Review,Contaminated water sources have led to increased diarrheal diseases among children.,55.0272495,River,Flush Toilet,Public Infrastructure,Male,Elderly,High,Urban Slum,Medium,Temperate,2025,Water.org,Field Survey,,Unsafe,brown,turbid,chemical,no,sewage treatment,none,dead,open dumping,yes,stagnant
India,Red Cross Reports Severe Water Crisis,Contaminated water sources have led to increased diarrheal diseases among children.,34.4700985,Piped Water,Composting Toilet,Public Infrastructure,Female,Adult,Low,Urban Slum,Dense,Temperate,2020,Water.org,NGO Report,Pregnant Women,Unsafe,green,turbid,chemical,yes,sewage treatment,none,dead,open dumping,yes,slow
Bangladesh,WHO Update: Improved Sanitation Efforts,Treated water systems have significantly reduced reported illnesses in the area.,85.3226965,Well,Open Defecation,Agriculture,Male,Child,Low,Refugee Camp,Dense,Arid,2022,Water.org,Gov Report,Children Under 5,Safe,clear,clear,none,no,none,none,lush,none,no,flowing
Uganda,Outbreak Sparks Sanitation Review,Contaminated water sources have led to increased diarrheal diseases among children.,-36.088822,Piped Water,Composting Toilet,Health,Female,Child,Middle,Refugee Camp,Dense,Semi-Arid,2021,Water.org,Field Survey,Disabled,Unsafe,clear,turbid,sewage,no,mining,none,dead,none,no,flowing
Kenya,Red Cross Reports Severe Water Crisis,No treatment observed; water smells foul and residents rely on unsafe open sources.,81.819445,Rainwater,Open Defecation,Agriculture,Male,Child,Low,Rural Village,Medium,Arid,2017,WHO,Field Survey,Pregnant Women,Unsafe,clear,clear,chemical,no,sewage treatment,none,sparse,managed sites,no,stagnant
Somalia,Aid Workers Warn of Contamination Risks,No treatment observed; water smells foul and residents rely on unsafe open sources.,-83.396363,Well,Open Defecation,Public Infrastructure,Male,Child,Middle,Urban Slum,Sparse,Temperate,2021,WHO,Academic Paper,Children Under 5,Unsafe,murky,turbid,chemical,yes,none,sewage lines,sparse,managed sites,yes,stagnant
Somalia,Aid Workers Warn of Contamination Risks,Contaminated water sources have led to increased diarrheal diseases among children.,-33.5815295,Truck Delivery,Composting Toilet,Health,Female,Adult,Low,Rural Village,Dense,Tropical,2017,Save the Children,Academic Paper,Children Under 5,Unsafe,murky,clear,sewage,yes,sewage treatment,waste facilities,lush,managed sites,no,slow
